|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
2290|SADGURU|Kannada|DIL/1/53/2022-BAN|0 days 02:05:44|Theatrical|Vikramaditya M|Sahana Arts|U|1|2022-12-06|7544
2291|DWIPATRA|Kannada|DIL/2/169/2022-BAN|0 days 02:04:00|Theatrical|Jayashree R|R J CINE CREATIONS|UA|1|2022-12-06|7440
2292|3 BHK|Kannada|DIL/2/168/2022-BAN|0 days 02:05:49|Theatrical|Tony A Raj|HORIZON STUDIO|UA|1|2022-12-06|7549
2293|BOMBE HELUTAITHE|Kannada|DIL/2/167/2022-BAN|0 days 01:42:35|Theatrical|Maruthi Prasad|Maruthi Productions|UA|1|2022-12-06|6155
2294|19.20.21|Kannada|DIL/3/38/2022-BAN|0 days 02:30:49|Theatrical|Devaraj R|D CREATIONS|A|1|2022-12-06|9049
2295|HONDISI BAREYIRI|Kannada|DIL/2/166/2022-BAN|0 days 02:36:52|Theatrical|Jagannatha R N|SUNDAY CINEMAS|UA|1|2022-12-06|9412
2296|AASE|Kannada|DIL/1/55/2022-BAN|0 days 01:46:56|Theatrical|Harishraju V|HARISHRAJ PRODUCTIONS|U|1|2022-12-07|6416
2297|MAAVU BEVU|Kannada|DIL/1/54/2022-BAN|0 days 02:10:49|Theatrical|Somasekhar Rajasekhar|SHRI SAI GAGAN PRODUCTIONS|U|1|2022-12-07|7849
2298|SOUTH INDIAN HERO|Kannada|DIL/2/174/2022-BAN|0 days 02:35:54|Theatrical|Naresh Kumar Hn|M/S RIYANSHI FILMS|UA|1|2022-12-07|9354
2299|COFFEE WITH LOVE|Kannada|VIL/2/125/2022-Che|0 days 02:25:01|Video|Ac Shanmugam Chokalingam Benzz Media Pvt Ltd||UA|1|2022-12-07|8701
2300|SARDAR|Kannada|VIL/2/124/2022-Che|0 days 02:44:04|Video|Lakshmankumar Subramanian|PRINCE PICTURES|UA|1|2022-12-07|9844
2301|LIPSTICK MURDER|Kannada|DIL/2/177/2022-BAN|0 days 01:37:13|Theatrical|B S Manjunath|CINE VALLEY CREATIONS|UA|1|2022-12-08|5833
2302|JAALA|Kannada|DIL/2/176/2022-BAN|0 days 02:04:43|Theatrical|Anjali M K|ANJALI CINEMAS|UA|1|2022-12-08|7483
2303|A 1|Kannada|VIL/1/103/2022-Che|0 days 01:48:53|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|U|1|2022-12-08|6533
2304|VEDHA|Kannada|DIL/2/179/2022-BAN|0 days 02:36:12|Theatrical|Geetha Shivarajkumar|M/S GEETHA PICTURES|UA|1|2022-12-12|9372
2305|10|Kannada|DIL/2/178/2022-BAN|0 days 02:06:02|Theatrical|Pushkara M|M/S PUSHKAR FILMS|UA|1|2022-12-12|7562
2306|LEKKACHARA|Kannada|DIL/2/181/2022-BAN|0 days 02:04:25|Theatrical|Chandra T|CHANDRU FILMS|UA|1|2022-12-13|7465
2307|Dec-16|Kannada|DIL/3/39/2022-BAN|0 days 01:50:00|Theatrical|Madhusudhan Havaldar|NAGARJUNA CINE CREATIONS|A|1|2022-12-13|6600
2308|KANAKA MARGA|Kannada|DIL/1/56/2022-BAN|0 days 02:24:19|Theatrical|Kempanna Basawani Patil|AVVA PRODUCTIONS|U|1|2022-12-13|8659
2309|AGODELLA OLLEDAKKE|Kannada|DIL/2/180/2022-BAN|0 days 01:37:41|Theatrical|A S Lohith|BINISHA CREATIONS|UA|1|2022-12-13|5861
2310|CLOUDY WITH A CHANCE OF MEATBALLS|Kannada|VFL/1/80/2022-MUM|0 days 01:26:58|Video|Pam Marsden, Sony Pictures USA|-|U|1|2022-12-15|5218
2311|AVATAR : THE WAY OF WATER|Kannada|DFL/2/76/2022-MUM|0 days 03:13:05|Theatrical|James Cameron, Jon Landau, Buena Vista International, Inc|-|UA|1|2022-12-15|11585
2312|ONDU HUDIGI KATHE|Kannada|VIL/2/139/2022-HYD|0 days 02:21:37|Video|Ballapalli Kiran Kumar|M/S BENCHMARK STUDIOS|UA|1|2022-12-15|8497
2313|MAREYADE KSHAMISU NENAPADARE|Kannada|DIL/2/185/2022-BAN|0 days 02:13:16|Theatrical|Shivarama V|RVS PRODUCTION|UA|1|2022-12-16|7996
2314|SCHOOL DAYS|Kannada|DIL/2/184/2022-BAN|0 days 02:14:27|Theatrical|Umesh Sangayya Hiremath|M/S SHRI GURU MAHANT CREATIONS|UA|1|2022-12-16|8067
2315|THE GHOST|Kannada|VIL/2/141/2022-HYD|0 days 02:16:00|Video|Puskur Rammohan Rao|SREE VENKATESWARA CINEMAS LLP|UA|1|2022-12-19|8160
2316|RAITA|Kannada|VIL/1/110/2022-Che|0 days 02:24:31|Video|Manikandan Mathiyalagan|TRIBAL ARTS|U|1|2022-12-20|8671
2317|NOT OUT|Kannada|DIL/2/189/2022-BAN|0 days 02:12:47|Theatrical|Ravikumar V|RASHTRAKUTA PICTURES|UA|1|2022-12-20|7967
2318|KANDU BANNADA KAAGADA|Kannada|DIL/1/65/2022-BAN|0 days 01:33:00|Theatrical|Prashanth H E|DAIVIK CINE CREATIONS|U|1|2022-12-20|5580
2319|SHRI BALAJI PHOTO STUDIO|Kannada|DIL/1/63/2022-BAN|0 days 02:27:16|Theatrical|B Venkateswara Rao|SRUJANA PRODUCTIONS|U|1|2022-12-20|8836
2320|SEES KADDI|Kannada|DIL/1/62/2022-BAN|0 days 02:31:15|Theatrical|Rathan Gangadhar|GRAHANA LLP|U|1|2022-12-20|9075
2321|ANTHARMUKHA|Kannada|DIL/1/60/2022-BAN|0 days 02:15:00|Theatrical|Prakash Kariappa|COORG COFFEEWOOD MOVIES|U|1|2022-12-20|8100
2322|BRAHMAKAMALA|Kannada|DIL/1/59/2022-BAN|0 days 01:46:04|Theatrical|Siddu Poornachandra|POORNACHANDRA FILMS|U|1|2022-12-20|6364
2323|TANUJA|Kannada|DIL/1/58/2022-BAN|0 days 01:50:05|Theatrical|Harish Kumar L|Beyond Visions Cinemas U||1|2022-12-20|6605
2324|ERADU PREETHIYA KATHE|Kannada|DIL/2/187/2022-BAN|0 days 01:44:23|Theatrical|Sahana S|S R CINEMAS|UA|1|2022-12-20|6263
2325|UGRA MARDHINI|Kannada|DIL/2/186/2022-BAN|0 days 01:54:01|Theatrical|Sathyanarayana B|Sri Jaya Gururaghavendra Films|UA|1|2022-12-20|6841
2326|100|Kannada|VIL/2/132/2022-Che|0 days 02:21:25|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2022-12-21|8485
2327|HEAD BUSH|Kannada|VIL/2/60/2022-BAN|0 days 02:16:27|Video|Dhananjaya K A|M/S DAALI PICTURES SOMANNA TALKIES LLP|UA|1|2022-12-22|8187
2328|PAALAAR|Kannada|DIL/2/194/2022-BAN|0 days 02:09:48|Theatrical|B Naveen Kumar|SOUNAVI CREATIONS HELLO GLOBAL CREATIONS|UA|1|2022-12-22|7788
2329|GHATOTHKACHA|Kannada|DIL/2/193/2022-BAN|0 days 01:38:26|Theatrical|Srinivas S|MOBILE CINEMA TALKIES|UA|1|2022-12-22|5906
2330|ONCE UPON A TIME IN JAMAALIGUDDA|Kannada|DIL/2/192/2022-BAN|0 days 02:00:07|Theatrical|Sri Hari|M/S NIHARIKA MOVIES UA||1|2022-12-22|7207
2331|VIRATAPURA VIRAAGI|Kannada|DIL/1/68/2022-BAN|0 days 02:58:01|Theatrical|Karthik Manvi|SAMADHAN|U|1|2022-12-22|10681
2332|KASINA SARA|Kannada|DIL/1/67/2022-BAN|0 days 02:32:44|Theatrical|E Doddanagaiah|M/S NATIVE CREATIONS|U|1|2022-12-22|9164
2333|SIGNALMAN 1971|Kannada|DIL/1/66/2022-BAN|0 days 01:57:55|Theatrical|BV Ganesh Prabhu|Hindusthan Muktha Media Entertainers|U|1|2022-12-22|7075
2334|KINGDOM OF THE DINOSAURS|Kannada|DFL/2/82/2022-MUM|0 days 01:20:54|Theatrical|UNCORKD ENTERTAINMENT, LLC.|-|UA|1|2022-12-22|4854
2335|NAAN MRUGHA TARA AAGTHENE|Kannada|VIL/2/133/2022-Che|0 days 02:04:04|Video|Rajha Thangaswamy|CHENDUR FILM INTERNATIONAL|UA|1|2022-12-22|7444
2336|TRIGGER|Kannada|VIL/2/134/2022-Che|0 days 02:18:54|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2022-12-23|8334
2337|PADAVI POORVA|Kannada|DIL/2/201/2022-BAN|0 days 02:11:22|Theatrical|K M Ravi|M/S RAVI SHAMANUR FILMS|UA|1|2022-12-23|7882
2338|NISARGA|Kannada|DIL/2/200/2022-BAN|0 days 02:04:22|Theatrical|Shivakumar B K|BHOOMIKA CINE CREATIONS|UA|1|2022-12-23|7462
2339|MAAYE AND COMPANY|Kannada|DIL/2/199/2022-BAN|0 days 01:39:57|Theatrical|Ravindra Rao Mn|MATHRUSHRI VISION|UA|1|2022-12-23|5997
2340|KADDHA CHITRA|Kannada|DIL/2/198/2022-BAN|0 days 01:47:19|Theatrical|Sandeep H K|SHANVI TALKIES|UA|1|2022-12-23|6439
2341|CHINNARA CHANDRA|Kannada|DIL/1/72/2022-BAN|0 days 01:42:11|Theatrical|Govinda Raj Bn|Lord Sai Govinda Creations|U|1|2022-12-23|6131
2342|NEENE NAANU|Kannada|DIL/2/197/2022-BAN|0 days 02:09:17|Theatrical|Manjula S N|CHANDANAVANA CINE COMBINES|UA|1|2022-12-23|7757
2343|MAYAMRUGA|Kannada|DIL/2/196/2022-BAN|0 days 01:56:44|Theatrical|Jayalakshmi H|S J R FILMS|UA|1|2022-12-23|7004
2344|NALKE|Kannada|DIL/1/70/2022-BAN|0 days 02:05:47|Theatrical|Thripthi Sundar Abhikar|SHLOKA MOVIES|U|1|2022-12-23|7547
2345|DOOTA|Kannada|DIL/2/195/2022-BAN|0 days 01:32:00|Theatrical|Sathyanath S|HOBOX STUDIOS|UA|1|2022-12-23|5520
2346|ATHEETHA|Kannada|DIL/1/69/2022-BAN|0 days 01:32:56|Theatrical|Gayathri M|ANJALI CINE PRODUCTION|U|1|2022-12-23|5576
2347|KOLI ESRU|Kannada|DIL/2/203/2022-BAN|0 days 01:30:04|Theatrical|Prakash P Shetty|M/S APRON PRODUCTIONS|UA|1|2022-12-26|5404
2348|SIMHAGUHE|Kannada|DIL/3/40/2022-BAN|0 days 01:33:17|Theatrical|Sarvamangala Siror|SARVA CREATIONS|A|1|2022-12-26|5597
2349|MANUSHYARU SAAR MANUSHYARU|Kannada|DIL/1/76/2022-BAN|0 days 01:55:55|Theatrical|T N Venkatesh|MYSORE CINEMA TALKIES|U|1|2022-12-26|6955
2350|KUBUSA|Kannada|DIL/1/75/2022-BAN|0 days 02:15:13|Theatrical|V Shobha|V SHOBHA CINEMAS|U|1|2022-12-26|8113
2351|VAISHAMPAYANA THEERA|Kannada|DIL/1/74/2022-BAN|0 days 01:59:02|Theatrical|R Suresh Babu|M/S SWARASANGAMA ENTERTAINMENT|U|1|2022-12-26|7142
2352|BALUVANTHA HOOVE|Kannada|DIL/1/73/2022-BAN|0 days 01:30:00|Theatrical|Vinod Kumar|VR STUDIOS|U|1|2022-12-26|5400
2353|BHARJARI AATA|Kannada|DIL/2/202/2022-BAN|0 days 01:59:03|Theatrical|B H Vasudev|AISHWARRYA MOVIE CREATIONS|UA|1|2022-12-26|7143
2354|AYY0 DEVARE|Kannada|VIL/2/148/2022-HYD|0 days 02:27:00|Video|Prasad Veera Potluri|PICTUREHOUSE MEDIA LIMITED|UA|1|2022-12-26|8820
2355|SWAPNALOKA|Kannada|DIL/2/210/2022-BAN|0 days 01:40:19|Theatrical|Veeresh Kumar K|KAMBAYYAGAR MOVIES|UA|1|2022-12-27|6019
2356|BAARISU KANNADA DIMDIMAVA|Kannada|DIL/1/83/2022-BAN|0 days 01:40:01|Theatrical|Naveen P B|NAVILUGARI CINEMAS U||1|2022-12-27|6001
2357|JANANA|Kannada|DIL/1/82/2022-BAN|0 days 01:34:00|Theatrical|N Srinivasa|SMILE JOHAR TALKIES U||1|2022-12-27|5640
2358|ANNA|Kannada|DIL/1/81/2022-BAN|0 days 02:05:56|Theatrical|Basavaraju S|GAGAN PICTURES|U|1|2022-12-27|7556
2359|GOLD CASE|Kannada|DIL/2/209/2022-BAN|0 days 01:34:15|Theatrical|Shylaja H|S P PICTURES|UA|1|2022-12-27|5655
2360|NODADHA PUTAGALU|Kannada|DIL/1/80/2022-BAN|0 days 02:23:05|Theatrical|S Vasanth Kumar|M/S SWEET AND SALT MOVIES|U|1|2022-12-27|8585
2361|ORCHESTRA MYSURU|Kannada|DIL/1/79/2022-BAN|0 days 02:53:05|Theatrical|Ashwin V|M/S ASHWIN CREATIONS|U|1|2022-12-27|10385
2362|RAMZAN|Kannada|DIL/1/78/2022-BAN|0 days 01:36:44|Theatrical|Madivalappa Mahadevappa Gogi|UNIVERSAL STUDIO|U|1|2022-12-27|5804
2363|MAGALU|Kannada|DIL/1/77/2022-BAN|0 days 01:43:37|Theatrical|Thomas M M|GOD GIFT FAMILY FILMS|U|1|2022-12-27|6217
2364|LOKI LADIES TAILOR|Kannada|DIL/2/208/2022-BAN|0 days 02:19:12|Theatrical|Lokesh B|P R FILMS|UA|1|2022-12-27|8352
2365|ADAVI KATTE|Kannada|DIL/2/207/2022-BAN|0 days 01:36:19|Theatrical|Uma S|C H MOVIES|UA|1|2022-12-27|5779
2366|CHATA|Kannada|DIL/2/206/2022-BAN|0 days 02:08:43|Theatrical|Jerry Paul|THOMBARA CINE CREATIONS|UA|1|2022-12-27|7723
2367|KATUKA|Kannada|DIL/3/41/2022-BAN|0 days 01:49:13|Theatrical|Praveen Kishore Jm|P K CREATION|A|1|2022-12-27|6553
2368|SWECHA|Kannada|DIL/2/205/2022-BAN|0 days 01:56:01|Theatrical|Shaik Mastan Vali|star masth victory arts|UA|1|2022-12-27|6961
2369|MARIGUDDADA GADDADHARIGALU|Kannada|DIL/2/204/2022-BAN|0 days 02:26:28|Theatrical|Dinesh Kumar D|M/S D J PRAKASH CINE PRODUCTION|UA|1|2022-12-27|8788
2370|ENDU NINNA NODUVE|Kannada|DIL/2/214/2022-BAN|0 days 02:14:53|Theatrical|Mariswamy A G|ROYAL MOVIES|UA|1|2022-12-28|8093
2371|RACHAMMANA KOTE|Kannada|DIL/3/43/2022-BAN|0 days 01:44:53|Theatrical|Narayana Murthy M|SHRI GURUSARVABHOWMA  PRODUCTIONS|A|1|2022-12-28|6293
2372|CHAYA|Kannada|DIL/2/213/2022-BAN|0 days 02:15:37|Theatrical|Nanda M R|NEW GLOBAL CREATIONS|UA|1|2022-12-28|8137
2373|KANNA MUCHHE|Kannada|DIL/2/212/2022-BAN|0 days 01:50:11|Theatrical|Lokesha N B|SHIVA CINEMAS|UA|1|2022-12-28|6611
2374|ONDANKE KAADU|Kannada|DIL/2/211/2022-BAN|0 days 02:04:21|Theatrical|Vajjala Shravani|M/S SHREE MAHAKALI PRODUCTIONS|UA|1|2022-12-28|7461
2375|MUYYEE|Kannada|DIL/3/42/2022-BAN|0 days 01:34:00|Theatrical|Usha Shetty|U.R ENTERPRISES|A|1|2022-12-28|5640
2376|AGNI NAKSHATRA|Kannada|VIL/2/136/2022-Che|0 days 02:21:28|Video|G Manoharan|M/S LAHARI RECORDING COMPANY|UA|1|2022-12-28|8488
2377|G10|Kannada|DIL/2/215/2022-BAN|0 days 02:17:31|Theatrical|Pallavi V|PALLAVI PICTURES|UA|1|2022-12-28|8251
2378|THUMBURA|Kannada|DIL/1/84/2022-BAN|0 days 01:44:00|Theatrical|Raju N|SGR MOVIE MAKERS|U|1|2022-12-28|6240
2379|NIGHT CURFEW|Kannada|DIL/2/223/2022-BAN|0 days 02:07:00|Theatrical|B S Chandrashekar|M/S SWARNA GANGA FILMS|UA|1|2022-12-29|7620
2380|DAREDEVIL MUSTHAFA|Kannada|DIL/1/89/2022-BAN|0 days 02:40:44|Theatrical|Shashank S|CINEMAMARA|U|1|2022-12-29|9644
2381|ADARSHA RAITHA|Kannada|DIL/2/221/2022-BAN|0 days 01:58:26|Theatrical|Amarnath Reddy V|KUMUDA ART CREATIONS|UA|1|2022-12-29|7106
2382|GADAYUDDHA|Kannada|DIL/2/220/2022-BAN|0 days 02:33:04|Theatrical|Nitin Shirgurkar|NITIN SHIRGURKAR FILMS|UA|1|2022-12-29|9184
2383|KAMAATI|Kannada|DIL/1/88/2022-BAN|0 days 01:52:04|Theatrical|Annapurna H T|A P Helping Creations|U|1|2022-12-29|6724
2384|LOVE TODAY|Kannada|VIL/2/140/2022-Che|0 days 02:34:25|Video|Aghoram Kalpathi Subramanyan|AGS Entertainment Pvt Ltd|UA|1|2022-12-29|9265
2385|KARI GOOLI|Kannada|VIL/2/138/2022-Che|0 days 02:21:33|Video|Lakshmankumar Subramanian|PRINCE PICTURES|UA|1|2022-12-29|8493
2386|KOLYANA KANASU|Kannada|DIL/1/87/2022-BAN|0 days 01:45:00|Theatrical|Rajashekar S N|SHREE BANASHANKARI FILMS|U|1|2022-12-29|6300
2387|AH|Kannada|DIL/2/219/2022-BAN|0 days 02:08:57|Theatrical|Srinivas G|Yashogiri Chithralaya|UA|1|2022-12-29|7737
2388|SCHOOL RAMAYANA|Kannada|DIL/2/218/2022-BAN|0 days 02:49:17|Theatrical|Leelavathi N|CHAHANASHREE CINEMAS|UA|1|2022-12-29|10157
2389|HAKKIGALA KANASU|Kannada|DIL/2/217/2022-BAN|0 days 02:04:52|Theatrical|Eshwarappa K|M/S Cine Stall|UA|1|2022-12-29|7492
2390|VADANA|Kannada|DIL/1/86/2022-BAN|0 days 01:52:00|Theatrical|Avinash U Shetty|M/S OM STUDIO THE PRODUCTION HOUSE|U|1|2022-12-29|6720
2391|MR AND MRS MANMATHA|Kannada|DIL/3/44/2022-BAN|0 days 02:03:25|Theatrical|A Subramani|MANYA SHREYASHREE CREATIONS|A|1|2022-12-29|7405
2392|MISS NANDINI|Kannada|DIL/1/85/2022-BAN|0 days 01:57:51|Theatrical|Neelakantaswamy Kp|SHREE VIJAY FILMS|U|1|2022-12-29|7071
2393|ADHI VEGA|Kannada|DIL/2/237/2022-BAN|0 days 01:56:41|Theatrical|Saravanan Kasinathan|M/s AK47 PICTURES|UA|1|2022-12-30|7001
2394|RAKTAKSHA|Kannada|DIL/3/46/2022-BAN|0 days 01:48:00|Theatrical|Rohit S|SAI PRODUCTIONS|A|1|2022-12-30|6480
2395|ASTHIRA|Kannada|DIL/2/236/2022-BAN|0 days 02:00:00|Theatrical|Anil Cr|Viraj film recording studios|UA|1|2022-12-30|7200
2396|SHALIVAHANA SHAKHE|Kannada|DIL/2/235/2022-BAN|0 days 02:21:01|Theatrical|Shyleshkumar Mm|SIDE WING CINEMAS|UA|1|2022-12-30|8461
2397|PRAJARAJYA|Kannada|DIL/2/234/2022-BAN|0 days 02:28:45|Theatrical|Varadaraju D N|M/S VIREN CREATIONS|UA|1|2022-12-30|8925
2398|Dec-24|Kannada|DIL/2/233/2022-BAN|0 days 01:50:45|Theatrical|Raghu S|M R S ENTERPRISES|UA|1|2022-12-30|6645
2399|KADAL|Kannada|DIL/2/232/2022-BAN|0 days 01:50:02|Theatrical|N S Rajkumar|M/S OMKAR MOVIES|UA|1|2022-12-30|6602
2400|SAMHARAKA|Kannada|DIL/2/231/2022-BAN|0 days 02:13:26|Theatrical|Manjula Bai Rajanaik|JESSI CINE CREATIONS|UA|1|2022-12-30|8006
2401|PANCHENDRIYAM|Kannada|DIL/2/230/2022-BAN|0 days 02:04:39|Theatrical|Somashekar H|RAJ PRIYA PRODUCTIONS|UA|1|2022-12-30|7479
2402|HOTTE PADU|Kannada|DIL/2/229/2022-BAN|0 days 02:23:19|Theatrical|Radha D V|M/S VANDANA ENTERPRISES|UA|1|2022-12-30|8599
2403|KUCHUKU|Kannada|DIL/2/228/2022-BAN|0 days 02:30:00|Theatrical|Nagarathnamma Ramaiah|M/s SRI CHAMUNDESHWARI PICTURES|UA|1|2022-12-30|9000
2404|NAMMA PARISARA|Kannada|DIL/1/96/2022-BAN|0 days 01:41:00|Theatrical|Tammanna Vittala Badiger|VISMAYA VENTURES|U|1|2022-12-30|6060
2405|HIRIMANE ESTATE|Kannada|DIL/1/95/2022-BAN|0 days 01:45:00|Theatrical|Rajashekhar Naidu Galla|M/s Sreenidhi Raja Media and Entertainment|U|1|2022-12-30|6300
2406|KAMADHENU|Kannada|DIL/1/94/2022-BAN|0 days 02:13:19|Theatrical|Lakshmikantha G|SHRI JAIBALAJI MOVIES|U|1|2022-12-30|7999
2407|THE GOOD DINOSAUR|Kannada|VFL/1/82/2022-MUM|0 days 01:29:44|Video|BUENA VISTA INTERNATIONAL INC / DENISE REAM|-|U|1|2022-12-30|5384
2408|MR. BACHELOR|Kannada|DIL/2/227/2022-BAN|0 days 02:25:19|Theatrical|Aripina Hanumantha Rao|M/S SRI CHANDRA PRODUCTIONS|UA|1|2022-12-30|8719
2409|DEVARA KANASSU|Kannada|DIL/1/93/2022-BAN|0 days 02:02:27|Theatrical|C Jayakumar|M/S MILLENNIUM PRODUCTIONS|U|1|2022-12-30|7347
2410|MAKKALA GURI|Kannada|DIL/1/92/2022-BAN|0 days 01:50:05|Theatrical|Rakesh P|Mathasri Padmavathi Enterprises|U|1|2022-12-30|6605
2411|BAYALUSEEME|Kannada|DIL/3/45/2022-BAN|0 days 02:03:15|Theatrical|Laxmanasa Shingri|SHRI GAYATHRIDEVI CREATIONS|A|1|2022-12-30|7395
2412|CHIRATE BANTU CHIRATE|Kannada|DIL/1/91/2022-BAN|0 days 01:59:23|Theatrical|Jagadish Malnad|J R K VISIONS|U|1|2022-12-30|7163
2413|AYRA|Kannada|DIL/2/225/2022-BAN|0 days 01:59:28|Theatrical|Ramesh Nayak|BEACH ROAD TALKIES UA||1|2022-12-30|7168
2414|SARKARI SHALE|Kannada|DIL/1/90/2022-BAN|0 days 02:03:22|Theatrical|S C Satheesha|AISHWARYA NAGALAKSHMI COMBINES|U|1|2022-12-30|7402
2415|JOTHEYAGIRU|Kannada|DIL/2/224/2022-BAN|0 days 02:12:43|Theatrical|Venkatesh Hegde|RENU MOVIES|UA|1|2022-12-30|7963
2416|AKKI HAKKI|Kannada|DIL/1/100/2022-BAN|0 days 01:36:59|Theatrical|Sheshamurthy A|siri studios|U|1|2022-12-31|5819
2417|MODALA MALE|Kannada|DIL/2/256/2022-BAN|0 days 02:24:36|Theatrical|Narasimha Murthy Hl|SRI KADRI LAKSHMI NARASIMHA SWAMY PRODUCTIONS|UA|1|2022-12-31|8676
2418|CHAOS|Kannada|DIL/2/255/2022-BAN|0 days 02:30:02|Theatrical|Venkatesh Prasad G|The Black Pebble Entertainments|UA|1|2022-12-31|9002
2419|1975|Kannada|DIL/3/48/2022-BAN|0 days 02:13:42|Theatrical|Basavaraj B|SILVER SCREEN’S FILM FACTORY|A|1|2022-12-31|8022
2420|BABY MISSING|Kannada|DIL/2/254/2022-BAN|0 days 01:51:51|Theatrical|Yashaswikanth Yashawikanth manomayfilms||UA|1|2022-12-31|6711
2421|SANDAS|Kannada|DIL/1/99/2022-BAN|0 days 01:46:48|Theatrical|Devanahalli Devaraj|Parivarthana Movie Makers|U|1|2022-12-31|6408
2422|DHAREGE DODDAVARA MAHIME|Kannada|DIL/2/253/2022-BAN|0 days 01:43:07|Theatrical|Raghunath R|SHIVARANJINI SAMSKRUTHIKA KALA BALAGA|UA|1|2022-12-31|6187
2423|ROYAL MECH|Kannada|DIL/2/252/2022-BAN|0 days 02:10:42|Theatrical|Darshan M S|SHABHARI FILMS|UA|1|2022-12-31|7842
2424|VISHESHA|Kannada|DIL/1/98/2022-BAN|0 days 01:37:24|Theatrical|B M Srinivasa|P M SONS PRODUCTIONS|U|1|2022-12-31|5844
2425|SPOOKY COLLEGE|Kannada|DIL/2/250/2022-BAN|0 days 02:13:03|Theatrical|H K Prakash|M/S SHREE DEVI ENTERTAINERS|UA|1|2022-12-31|7983
2426|MUNDAS PETA|Kannada|DIL/2/249/2022-BAN|0 days 02:08:13|Theatrical|Gopala D R|DRG CINEMAS|UA|1|2022-12-31|7693
2427|VIDHYABHUSHAN|Kannada|DIL/2/248/2022-BAN|0 days 02:07:07|Theatrical|Narasimha M Joshi|G N JOSHIS CINE CREATIONS|UA|1|2022-12-31|7627
2428|RAYADURGA|Kannada|DIL/2/247/2022-BAN|0 days 01:43:00|Theatrical|T Venkatachalaiah|AGASTYA CREATIONS UA||1|2022-12-31|6180
2429|RADHE KAHANI|Kannada|DIL/2/246/2022-BAN|0 days 01:59:51|Theatrical|Prasad M H|DAADA CREATIONS|UA|1|2022-12-31|7191
2430|RUTHUMATHI|Kannada|DIL/2/245/2022-BAN|0 days 01:53:39|Theatrical|Siddegowda B|Jeevitha creations|UA|1|2022-12-31|6819
2431|BALEPETE|Kannada|DIL/2/244/2022-BAN|0 days 01:50:25|Theatrical|Shivarama V|M/S R V S PRODUCTION|UA|1|2022-12-31|6625
2432|TENANT|Kannada|DIL/2/243/2022-BAN|0 days 01:38:32|Theatrical|Nagaraja T|M/s MASTER’S CHOICE CREATIONS|UA|1|2022-12-31|5912
2433|AA RAHASHYA|Kannada|DIL/2/242/2022-BAN|0 days 01:41:42|Theatrical|Yt Nagaraja|SHRI SHIVASHANAKARA CINE PRODUCTIONS|UA|1|2022-12-31|6102
2434|PREMARAAGA|Kannada|DIL/2/241/2022-BAN|0 days 02:09:21|Theatrical|Shrinivas J Prabhakar|TRIVENI S PRODUCTIONS|UA|1|2022-12-31|7761
2435|KALLALLI BAJANA MANDALI|Kannada|DIL/2/240/2022-BAN|0 days 02:10:35|Theatrical|Prakash S Warad|shri raghavendra creaters movies|UA|1|2022-12-31|7835
2436|BARI 10% BADDI|Kannada|DIL/2/239/2022-BAN|0 days 02:23:05|Theatrical|Lakshmipathi G R|M/s. S D R PRODUCTION|UA|1|2022-12-31|8585
2437|KOLA|Kannada|DIL/1/97/2022-BAN|0 days 01:33:00|Theatrical|Deepak R Jain|M/s. SHARADEE FILMS U||1|2022-12-31|5580
2438|MAAZAR|Kannada|DIL/3/47/2022-BAN|0 days 01:45:55|Theatrical|M Maadhu Murugananthan|M/s Sangeetha Cine House|A|1|2022-12-31|6355
2439|VASUNDHARA DEVI|Kannada|DIL/2/238/2022-BAN|0 days 01:45:35|Theatrical|Kaveti Ashok|A K ENTERTAINMENTS UA||1|2022-12-31|6335
2440|BANZA|KARBI|DIL/1/31/2022-GUW|0 days 01:34:02|Theatrical|Joy Borah|-|U|1|2022-09-01|5642
2441|MIRBEEN|KARBI|DIL/1/51/2022-GUW|0 days 01:29:46|Theatrical|Dhaniram Tissu|Wojaru Cine Art|U|1|2022-12-20|5386
2442|RANGJAK HAA|KAUBRU|DIL/2/2/2022-GUW|0 days 01:42:52|Theatrical|Haranath Reang|-|UA|1|2022-04-07|6172
2443|KO MEI JONG NGA|KHASI|DIL/1/1/2022-GUW|0 days 02:58:52|Theatrical|Larry Suchiang|SUCHIANG ARTS ENTERTAINMENT PVT. LTD.|U|2|2022-02-03|10732
2444|14-Aug|KHASI|DIL/2/1/2022-GUW|0 days 01:48:00|Theatrical|Kenny O Lyngdoh|TUNE IN INFORTAINMENT|UA|2|2022-03-14|6480
2445|KA JUK|KHASI|DIL/1/7/2022-GUW|0 days 01:50:56|Theatrical|Kitborlang Nongrum|-|U|2|2022-03-31|6656
2446|LORNI - THE FLANEUR|Khasi|DIL/2/5/2022-GUW|0 days 01:48:01|Theatrical|Wanphrang Kupar Diengdoh|-|UA|2|2022-06-29|6481
