|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
2758|MR. ROMEO|Odia|VIL/2/1/2023-CUT|0 days 02:14:01|Video|Saikiran Mangaraj|ZEE ENTERTAINMENT ENTERPRISES LIMITED|UA|1|2023-01-31|8041
2759|THE SMURFS|Odia|VFL/1/6/2023-MUM|0 days 01:39:12|Video|Jordan Kerner,Sony Pictures USA|-|U|1|2023-02-09|5952
2760|MAMA WEDS PAPA|Odia|DIL/1/1/2023-CUT|0 days 02:55:36|Theatrical|B Chandrapriya Subudhi|SRIHAAN CINE CREATIONS|U|1|2023-02-10|10536
2761|NARI NUNHE TU ARDHANARI|Odia|DIL/2/4/2023-CUT|0 days 02:29:00|Theatrical|Sambit Kumar Sahoo|M/S CHANDRABATI VISION|UA|1|2023-02-10|8940
2762|BAPA SUPERMAN|Odia|DIL/1/2/2023-CUT|0 days 02:15:01|Theatrical|Prakash Ranjan Jena|OMKAAR ENTERTAINMENT LLP|U|1|2023-02-10|8101
2763|MANASHI|Odia|DIL/2/5/2023-CUT|0 days 01:46:00|Theatrical|Jharana Mallik|Sarala Production|UA|1|2023-02-10|6360
2764|MANA MUSEUM|Odia|DIL/1/3/2023-CUT|0 days 02:25:54|Theatrical|Sangita Mohanty|SANGITA MOTION PICTURES|U|1|2023-02-24|8754
2765|ROLL NO-27 SUJATA SENAPATI|Odia|VIL/1/3/2023-CUT|0 days 02:22:13|Video|Saikiran Mangaraj|ZEE ENTERTAINMENT ENTERPRISES LIMITED|U|1|2023-03-01|8533
2766|DURGATINASINI - 2|Odia|VIL/2/2/2023-CUT|0 days 02:15:36|Video|Saikiran Mangaraj|ZEE ENTERTAINMENT ENTERPRISES LIMITED|UA|1|2023-03-01|8136
2767|MO KAHANI RE TORI NAA|Odia|DIL/2/6/2023-CUT|0 days 02:25:01|Theatrical|Bharat Bhushan Sen|L T Production|UA|1|2023-03-01|8701
2768|HAU HAU HEIGALARE|Odia|DIL/2/7/2023-CUT|0 days 02:06:31|Theatrical|Akshaya Kumar Parija|Akshay Parija Productions Pvt. Ltd.|UA|1|2023-03-13|7591
2769|BINDU RE BINDU|Odia|VIL/2/3/2023-CUT|0 days 02:08:33|Video|Dindu Shankar Goud|M/S HMT PRODUCTIONS|UA|1|2023-03-15|7713
2770|ADHURA PREMA KAHANI|Odia|DIL/2/8/2023-CUT|0 days 02:21:48|Theatrical|Rajat Mohapatra|MAA DURGA RAJAT JYOTI PRODUCTION|UA|1|2023-03-17|8508
2771|DELIVERY BOY|Odia|DIL/2/9/2023-CUT|0 days 02:33:44|Theatrical|Jyoti Ranjan Mohanty|INFYSON ENTERTAINMENT|UA|1|2023-03-20|9224
2772|DHO RE BABU DHO|Odia|DIL/1/4/2023-CUT|0 days 02:02:45|Theatrical|Sitaram Agrawalla|Sarthak Music Pvt. Ltd.|U|1|2023-03-27|7365
2773|POLICE BABU|Odia|VIL/2/4/2023-CUT|0 days 02:15:03|Video|Ajaya Kumar Rout|ANKITA CINE PRODUCTIONS|UA|1|2023-04-24|8103
2774|PHALGUNA CHAITRA|Odia|DIL/1/5/2023-CUT|0 days 02:18:22|Theatrical|Sakti Prasad Jagdev|AADYA JAGDEV FILMS|U|1|2023-05-04|8302
2775|BANDINI|Odia|VIL/2/5/2023-CUT|0 days 02:21:13|Video|Kshirod Pattanaik|SPP PRODUCTIONS|UA|1|2023-05-05|8473
2776|T|Odia|DIL/2/10/2023-CUT|0 days 01:35:08|Theatrical|Jitesh Kumar Parida|Jitesh Kumar Films|UA|1|2023-05-05|5708
2777|LAGILA RANGA GOLAPI GOLAPI|Odia|DIL/2/11/2023-CUT|0 days 02:12:00|Theatrical|Sitaram Agrawalla|Sarthak Music Pvt. Ltd.|UA|1|2023-05-12|7920
2778|TU SEI NILANAYANA|Odia|DIL/1/7/2023-CUT|0 days 02:20:02|Theatrical|Bini Pattnaik|Bini Pattnaik Films|U|1|2023-05-26|8402
2779|OM SWAAHA|Odia|DIL/2/12/2023-CUT|0 days 02:46:24|Theatrical|Bijaya Dwivedy|C R ENTERTAINMENT|UA|1|2023-05-31|9984
2780|FERILE MUN TUMARA|Odia|DIL/2/13/2023-CUT|0 days 02:33:00|Theatrical|Debakanta Mishra|Bobby Mishra Films|UA|1|2023-06-05|9180
2781|GUDDU GANGSTER|Odia|DIL/2/14/2023-CUT|0 days 02:34:49|Theatrical|Kumar Pritam Sahu|Anasmish Productions|UA|1|2023-06-09|9289
2782|LOVE IN LONDON|Odia|DIL/2/15/2023-CUT|0 days 02:08:02|Theatrical|Naveen Bhandari|Amara Studios LLP|UA|1|2023-06-09|7682
2783|PRIYE TU MO SIYE|Odia|DIL/2/16/2023-CUT|0 days 02:21:38|Theatrical|Jhilik Bhattacharjee|Jhilik Motion Pictures|UA|1|2023-06-14|8498
2784|MAHARSHI|Odia|DIL/1/8/2023-CUT|0 days 02:11:16|Theatrical|Pradeep Kumar Sahoo|SRI DIBYADARSHI ENTERTAINMENT|U|1|2023-06-15|7876
2785|NIYATI|Odia|DIL/2/17/2023-CUT|0 days 02:07:00|Theatrical|Samaresh Routray|S3 Movies|UA|1|2023-06-21|7620
2786|LOVE IMPOSSIBLE|Odia|DIL/1/9/2023-CUT|0 days 02:05:53|Theatrical|Sachikanta Jena|MOON TV MOVIES|U|1|2023-06-27|7553
2787|I AM KALIA|Odia|DIL/2/18/2023-CUT|0 days 02:18:19|Theatrical|Subash Chandra Sahu|M/S LEE BLISS ENTERTAINMENT|UA|1|2023-06-27|8299
2788|KARTAVYA|Odia|DIL/1/10/2023-CUT|0 days 02:05:05|Theatrical|Shankara Patra|shri Jagannath Movies|U|1|2023-07-04|7505
2789|BAHAGHAR DOT COM|Odia|VIL/1/4/2023-CUT|0 days 02:22:03|Video|Pradyumna Kumar Lenka|Om Sai Production|U|1|2023-07-06|8523
2790|ASHIQ SURRENDER HELA|Odia|DIL/2/19/2023-CUT|0 days 02:21:04|Theatrical|Jayanti Biswas|Biswas Productions|UA|1|2023-07-13|8464
2791|TATE SOHALA KU MATE SATARA|Odia|DIL/2/20/2023-CUT|0 days 02:28:28|Theatrical|Sachikanta Jena|MOON TV MOVIES|UA|1|2023-07-18|8908
2792|AAINA KEBE MICHHA KAHENA|Odia|DIL/1/12/2023-CUT|0 days 02:18:19|Theatrical|Asis Kumar Sinha|Roudri Teleart Private Limited|U|1|2023-07-25|8299
2793|KAHIDE THARE I LOVE YOU|Odia|DIL/2/21/2023-CUT|0 days 01:55:02|Theatrical|Sitaram Agrawalla|Sarthak Music Pvt. Ltd.|UA|1|2023-08-01|6902
2794|MONALISHA|Odia|VIL/2/6/2023-CUT|0 days 02:25:27|Video|Ajaya Kumar Rout|ANKITA CINE PRODUCTIONS|UA|1|2023-08-01|8727
2795|IPS DURGA|Odia|VIL/1/5/2023-CUT|0 days 01:51:21|Video|Sangita Kandoi|V.K. PRODUCTION|U|1|2023-08-14|6681
2796|2 CHOCOLATE|Odia|DIL/2/22/2023-CUT|0 days 02:06:44|Theatrical|Akshaya Kumar Parija|Akshay Parija Productions Pvt. Ltd.|UA|1|2023-08-16|7604
2797|PRATHA|Odia|DIL/2/18/2023-DEL|0 days 02:35:25|Theatrical|Monalisa Patel|SANLISA SIGNATURES|UA|1|2023-08-16|9325
2798|PUSKARA|Odia|DIL/2/23/2023-CUT|0 days 02:03:01|Theatrical|Manoj Kumar Mishra|Tarang Cine Productions Pvt. Ltd.|UA|1|2023-08-31|7381
2799|NIJATHU LAGA ATI NIJARA|Odia|DIL/2/24/2023-CUT|0 days 02:29:33|Theatrical|Pankaj Kumar Rout|Debolina Productions|UA|1|2023-08-31|8973
2800|SANKAR|Odia|DIL/2/25/2023-CUT|0 days 02:19:41|Theatrical|Aurobinda Sahoo|S D FILMS|UA|1|2023-08-31|8381
2801|LOVE - ALL|Odia|DIL/1/83/2023-MUM|0 days 02:11:58|Theatrical|Sudhanshu Sharma|FILMART PRODUCTION PRIVATE LIMITED|U|1|2023-08-31|7918
2802|KASTURI|Odia|DIL/1/13/2023-CUT|0 days 02:12:04|Theatrical|Sanjaya Kumar Patra|M/S. PREMALATA CINE PRODUCTIONS|U|1|2023-09-15|7924
2803|BHABANTARA|Odia|DIL/1/14/2023-CUT|0 days 01:21:03|Theatrical|Manoranjan Patra|IMAZINATION UNLIMITED|U|1|2023-09-19|4863
2804|I I C DHIREN|Odia|DIL/2/26/2023-CUT|0 days 02:09:11|Theatrical|Dheerendra Nath Tripathy|Maa Dhanalaxmi Productions|UA|1|2023-09-21|7751
2805|PRATISODH|Odia|DIL/2/27/2023-CUT|0 days 02:10:25|Theatrical|Kshirod Pattanaik|SPP PRODUCTIONS|UA|1|2023-09-22|7825
2806|KAINCHAMALI|Odia|DIL/2/28/2023-CUT|0 days 02:27:04|Theatrical|Satyajit Baug|Omkar Production|UA|1|2023-09-30|8824
2807|ROWDY RAJA|Odia|DIL/2/29/2023-CUT|0 days 02:07:23|Theatrical|Kalpana Singh|M/S. KALPANA FILMS|UA|1|2023-10-04|7643
2808|MU TUMAKU BHALA PAYE|Odia|DIL/2/30/2023-CUT|0 days 02:27:29|Theatrical|Pradeep Kumar Dash|Shree Raghunath Creations|UA|1|2023-10-04|8849
2809|SAMIKHYA|Odia|DIL/1/16/2023-CUT|0 days 02:00:00|Theatrical|Bikash Chandra Pattnaik|M/S. B CUBE ENTERTAINMENT|U|1|2023-10-04|7200
2810|DOTPEN|Odia|DIL/2/31/2023-CUT|0 days 01:58:48|Theatrical|Aswini Kumar Tripathy|ASWIN TRIPATHY FILMS|UA|1|2023-10-04|7128
2811|HALF LOVE STORY|Odia|DIL/2/33/2023-CUT|0 days 02:18:01|Theatrical|Prabhat Kumar Pradhan|Anjaneya Media Pvt. Ltd.|UA|1|2023-10-10|8281
2812|BESAHARA|Odia|DIL/1/17/2023-CUT|0 days 02:14:13|Theatrical|Pradipta Prakash Acharya|Acharya Entertainment|U|1|2023-10-12|8053
2813|APANA MANE KHUSI TA|Odia|DIL/1/18/2023-CUT|0 days 02:18:46|Theatrical|Nandiki Gangadhar Reddy|Dongyue Entertainment|U|1|2023-10-12|8326
2814|KATAK SESHA RU ARAMBHA|Odia|DIL/2/34/2023-CUT|0 days 02:28:33|Theatrical|Kumar Pritam Sahu|Anasmish Productions|UA|1|2023-10-16|8913
2815|MALYAGIRI-KAHANI AARAMBH|Odia|DIL/2/35/2023-CUT|0 days 02:45:00|Theatrical|Rakesh Kumar Jena|Rain Drop Pictures|UA|1|2023-10-16|9900
2816|RAM|Odia|DIL/2/36/2023-CUT|0 days 02:35:05|Theatrical|Arindam Roy|Ratna Films|UA|1|2023-10-16|9305
2817|RAKTABEEJ|Odia|DIL/2/56/2023-KOL|0 days 02:21:59|Theatrical|Shiboprosad Mukherjee|Windows|UA|1|2023-10-17|8519
2818|BOSS|Odia|DIL/1/19/2023-CUT|0 days 02:25:19|Theatrical|Ramesh Barik|R.R. Events And Promotions|U|1|2023-10-19|8719
2819|MY SWEET HOUSE WIFE|Odia|DIL/1/20/2023-CUT|0 days 02:16:43|Theatrical|Pritiraj Satapathy|M/S MYSTIC CLAW CLAPSS|U|1|2023-10-30|8203
2820|AKASH VANI|Odia|DIL/2/37/2023-CUT|0 days 02:32:22|Theatrical|Rohan Garg|SHREE BIRBAL ENTERTAINMENT|UA|1|2023-11-14|9142
2821|AE AKASHA TALE|Odia|DIL/1/21/2023-CUT|0 days 02:13:05|Theatrical|Subhendu Biswal|SLCM Private Limited|U|1|2023-11-15|7985
2822|SAMAYA KAHIBA KIE KAHARA|Odia|DIL/2/38/2023-CUT|0 days 02:19:58|Theatrical|Pravati Acharya|Ananya Entertainment|UA|1|2023-11-15|8398
2823|WHISPERS OF A STORM|Odia|DIL/1/23/2023-CUT|0 days 01:15:43|Theatrical|Swastik Choudhury|Swastik Arthouse|U|1|2023-11-23|4543
2824|SHANTI APARTMENT FLAT NO. 203|Odia|DIL/2/39/2023-CUT|0 days 02:00:00|Theatrical|Vikram Shankar|VISTROMAX SPORTS AND ENTERTAINMENT|UA|1|2023-12-08|7200
2825|TO PREMARE MU BANDHA|Odia|DIL/2/40/2023-CUT|0 days 02:00:56|Theatrical|Ganeswar Sahoo|M/S PAYAL FILM ENTERTAINMENT|UA|1|2023-12-08|7256
2826|PHULA PHUTI MAHAKILA|Odia|DIL/1/24/2023-CUT|0 days 01:30:05|Theatrical|Trilochan Khuntia|PRATIVA CREATIVE ARTS|U|1|2023-12-18|5405
2827|HITLER|Odia|DIL/1/25/2023-CUT|0 days 02:52:38|Theatrical|Prakash Srichandan|Chandan Films|U|1|2023-12-19|10358
2828|HELLO RAVAN|Odia|DIL/2/41/2023-CUT|0 days 01:57:09|Theatrical|Akshaya Kumar Parija|Akshay Parija Productions Pvt. Ltd.|UA|1|2023-12-19|7029
2829|EI AMA PREMA KAHANI|Odia|DIL/1/26/2023-CUT|0 days 02:48:02|Theatrical|Srikant Gautam|M/S SUN MUSIC|U|1|2023-12-26|10082
2830|KANJOOS MAJNU KHARCHILI LAILA|Punjabi|DIL/2/14/2023-MUM|0 days 01:49:14|Theatrical|Gurmeet Singh|M/s. BLOCKBUSTER MOVIESSS PRIVATE LIMITED|UA|1|2023-01-06|6554
2831|MERI JIND JAAN|Punjabi|DIL/1/1/2023-DEL|0 days 02:07:34|Theatrical|Bikram Singh|SIMRAN VISUAL ARTS|U|1|2023-01-09|7654
2832|SHOOTER|Punjabi|VIL/2/4/2023-DEL|0 days 01:41:44|Video|Keval Singh|Geet MP3|UA|1|2023-01-19|6104
2833|KI MEIN JHOOTH BOLEYA|Punjabi|DIL/1/2/2023-DEL|0 days 02:17:16|Theatrical|Rohit Gupta|KP IMPEX|U|1|2023-01-25|8236
2834|TU HOVEIN MAIN HOVAN|Punjabi|DIL/1/3/2023-DEL|0 days 01:53:00|Theatrical|Jai Prakash Arya|VERY FILMY PRODUCTIONS|U|1|2023-01-31|6780
2835|MUNDA PANGEBAAZ|Punjabi|DIL/2/1/2023-DEL|0 days 01:58:06|Theatrical|Dinesh Malhotra|Cineflix Entertainment Private Limited|UA|1|2023-02-01|7086
2836|GOL GAPPE|Punjabi|DIL/2/69/2023-MUM|0 days 02:13:48|Theatrical|Rajat Narinder Bedi|M/s. TRIFLIX ENTERTAINMENT LLP|UA|1|2023-02-09|8028
2837|KAUM DE HEERE 2|Punjabi|DIL/1/4/2023-DEL|0 days 02:10:05|Theatrical|Sukhwinder Paul Singh|Guru Dev Movies (A Division of Guru Dev Tourism Pvt. Ltd.)|U|1|2023-02-13|7805
2838|JI WIFE JI|Punjabi|DIL/2/78/2023-MUM|0 days 02:02:42|Theatrical|Ranjiv Singla|M/s. RANJIV SINGLA PRODUCTIONS|UA|1|2023-02-17|7362
2839|SURRENDER|Punjabi|DIL/2/81/2023-MUM|0 days 02:29:38|Theatrical|Narinder Kumar Grover|M/s. A MEHFIL ENTERTAINER|UA|1|2023-02-20|8978
2840|PLEASE KILL ME|Punjabi|VIL/2/5/2023-DEL|0 days 02:05:01|Video|Bhagwant Pal Singh|Villagers Film Studio Pvt. Ltd.|UA|1|2023-02-27|7501
2841|YAARAN DIYAN POUN BAARAN|Punjabi|DIL/2/99/2023-MUM|0 days 02:16:09|Theatrical|Upasna Singh|M/s. SANTOSH ENTERTAINMENT STUDIO LLP|UA|1|2023-02-28|8169
2842|MITRAN DA NAA CHALDA|Punjabi|DIL/2/104/2023-MUM|0 days 01:58:48|Theatrical|Pankaj Amarnath Batra|M/s. PANKAJ BATRA FILMS LLP|UA|1|2023-03-02|7128
2843|MUKADDAR|Punjabi|DIL/1/7/2023-DEL|0 days 01:51:03|Theatrical|Rajinder Sharma|Sound Box Entertainment Pvt Ltd|U|1|2023-03-06|6663
2844|NEELMA RANJHNA-UNFORGETABLE LOVE STORY|Punjabi|VIL/1/16/2023-MUM|0 days 01:38:23|Video|SHEMAROO ENTERTAINMENT LTD|SHEMAROO ENTERTAINMENT LTD.|U|1|2023-03-13|5903
2845|RANG RATTA|Punjabi|DIL/2/125/2023-MUM|0 days 02:03:09|Theatrical|Kanwar Manjit Singh|M/s. HRG FILMS LTD.|UA|1|2023-03-15|7389
2846|NIGAH MARDA AYI VE|Punjabi|DIL/1/26/2023-MUM|0 days 02:04:00|Theatrical|Gurnam Singh Bhullar|M/s. DIAMOND STAR WORLDWIDE PRIVATE LIMITED|U|1|2023-03-16|7440
2847|CHAUKIDAAR|Punjabi|DIL/2/137/2023-MUM|0 days 02:19:58|Theatrical|Iqbal Singh|M/s. AZAD KALA FILMS|UA|1|2023-03-21|8398
2848|YAARAN DA RUTBAA|Punjabi|DIL/2/180/2023-MUM|0 days 02:07:35|Theatrical|Kulvir Nishansingh Gujra|M/s. ORRANGE ENTERTAINMENT|UA|1|2023-04-12|7655
2849|GHODA DHAI KADAM|Punjabi|VIL/2/6/2023-DEL|0 days 01:45:04|Video|Vivek Ohri|Ohri Productions Pvt Ltd|UA|1|2023-04-13|6304
2850|ANNHI DEA MAZAAK AE|Punjabi|DIL/2/187/2023-MUM|0 days 02:32:00|Theatrical|Gurpreet Singh|M/s. PANJ PAANI FILMS PRIVATE LIMITED|UA|1|2023-04-19|9120
2851|MINING REYTE TE KABZAA|Punjabi|DIL/2/200/2023-MUM|0 days 01:43:43|Theatrical|Vikram Kumar|RUNNING HORSES FILMS|UA|1|2023-04-25|6223
2852|JODI|Punjabi|DIL/1/12/2023-DEL|0 days 02:19:46|Theatrical|Karaj Singh|Gillz And Thindz Productions|U|1|2023-05-01|8386
2853|NIDARR|Punjabi|DIL/2/232/2023-MUM|0 days 02:15:04|Theatrical|Mukesh Kumar Rishi|M/s. GERI ROUTE FILMS|UA|1|2023-05-08|8104
2854|SIRRE DE VELLE|Punjabi|DIL/1/14/2023-DEL|0 days 01:56:53|Theatrical|Tarun Kumar|The Mild Pictures|U|1|2023-05-10|7013
2855|PAINTER|Punjabi|DIL/2/238/2023-MUM|0 days 01:50:00|Theatrical|Tejinder Singh|M/s. TEJINDER SINGH|UA|1|2023-05-10|6600
2856|TAKE IT EASY|Punjabi|DIL/1/50/2023-MUM|0 days 01:59:31|Theatrical|Dharmesh Ramchandran Pandit|OSSO INTERNATIONAL ENTERTAINMENT LLP|U|1|2023-05-16|7171
2857|SIDHUS OF SOUTHALL|Punjabi|DIL/2/256/2023-MUM|0 days 01:51:36|Theatrical|Manmord Singh Sidhu|WHITE HILL PRODUCTION INDIA PRIVATE LIMITED|UA|1|2023-05-18|6696
2858|500 METER|Punjabi|DIL/2/5/2023-DEL|0 days 02:16:44|Theatrical|Keval Singh|Geet MP3|UA|1|2023-05-18|8204
2859|GODDAY GODDAY CHAA|Punjabi|DIL/2/257/2023-MUM|0 days 02:09:27|Theatrical|Vijay Kumar Arora|M/s. V. H. ENTERTAINMENT|UA|1|2023-05-18|7767
2860|BACH KE BAI JI|Punjabi|VIL/2/7/2023-DEL|0 days 02:05:42|Video|Sandeep Bansal|Bosna Digital Entertainment Pvt. Ltd.|UA|1|2023-05-24|7542
2861|SPIDERMAN ACROSS THE SPIDER VERSE|Punjabi|DFL/2/67/2023-MUM|0 days 02:20:11|Theatrical|Avi Arad, Phil Lord, Sony Pictures USA|-|UA|1|2023-05-31|8411
2862|LEHMBERGINNI|Punjabi|DIL/2/275/2023-MUM|0 days 01:58:37|Theatrical|Sukhmanpreet Singh|M/s. HANGBOYS STUDIOS|UA|1|2023-06-01|7117
2863|MEDAL|Punjabi|DIL/2/281/2023-MUM|0 days 02:19:38|Theatrical|Karam Jit Kaur|MIDDLE CLASS BOY PRODUCTIONS|UA|1|2023-06-02|8378
2864|MAURH|Punjabi|DIL/2/8/2023-DEL|0 days 02:21:46|Theatrical|Jatin Sethi|Naad SStudios|UA|1|2023-06-08|8506
2865|SHONK SARDARI DA|Punjabi|DIL/2/306/2023-MUM|0 days 02:12:54|Theatrical|Kamaljit Singh Grewal|J.P. FILMS AND MOTION PICTURES|UA|1|2023-06-20|7974
2866|CARRY ON JATTA 3|Punjabi|DIL/2/316/2023-MUM|0 days 02:15:46|Theatrical|Rupinder Singh Grewal|Humble Motion Picture|UA|1|2023-06-23|8146
2867|HARF A LOVE STORY|Punjabi|DIL/2/10/2023-DEL|0 days 01:39:16|Theatrical|Bob Khehra|Khehra Productions LLC|UA|1|2023-06-30|5956
2868|BUKAL DE SAPP|Punjabi|DIL/2/11/2023-DEL|0 days 01:36:33|Theatrical|Ankit Goyal|Arena Film Production Pvt Ltd|UA|1|2023-07-04|5793
2869|KADE DADE DIYAN KADE POTE DIYAN|Punjabi|DIL/1/20/2023-DEL|0 days 02:27:15|Theatrical|Ramnik Singh|VESTAWONDER MOTION PICTURES (OPC) PVT. LTD.|U|1|2023-07-11|8835
2870|VAJOOD|Punjabi|DIL/2/333/2023-MUM|0 days 01:30:39|Theatrical|Ajay Kumar|MASALA LIFE FILMS|UA|1|2023-07-13|5439
2871|BAL GANESH|Punjabi|VIL/1/2/2023-DEL|0 days 01:46:33|Video|Raman Hirji Maroo|Shemaroo Entertainment Ltd|U|1|2023-07-13|6393
2872|BAL GANESH 2|Punjabi|VIL/1/3/2023-DEL|0 days 01:16:08|Video|Raman Hirji Maroo|Shemaroo Entertainment Ltd|U|1|2023-07-17|4568
2873|TUFANG|Punjabi|DIL/2/16/2023-DEL|0 days 02:24:14|Theatrical|Keval Singh|Geet MP3|UA|1|2023-07-20|8654
2874|SHAATAR|Punjabi|DIL/2/346/2023-MUM|0 days 01:45:52|Theatrical|Kuljeet Singh Malhotra|Holy Basil Films|UA|1|2023-07-21|6352
2875|BALLE O CHALAAK SAJJNA|Punjabi|DIL/2/356/2023-MUM|0 days 02:11:00|Theatrical|Paramjeet Singh Sidhu|M/s. MAINLAND FILMS|UA|1|2023-07-28|7860
2876|PAUNE 9|Punjabi|DIL/3/2/2023-DEL|0 days 01:29:44|Theatrical|Gurjit Singh|Amigos Motion Picture|A|1|2023-08-02|5384
2877|MUNDA SOUTHALL DA|Punjabi|DIL/1/22/2023-DEL|0 days 01:54:59|Theatrical|Sukhdeep Singh Sanghera|M/s Sukhdeep Sanghera|U|1|2023-08-02|6899
2878|TERIYA MERIYA HERA PHERIYAN|Punjabi|DIL/1/23/2023-DEL|0 days 02:05:45|Theatrical|Sarabjeet Singh Arneja|Little Angel Productions|U|1|2023-08-14|7545
2879|JUNIOR|Punjabi Partly English|DIL/2/17/2023-DEL|0 days 02:04:58|Theatrical|Amiek Singh Virk|Nadar Films|UA|1|2023-08-14|7498
2880|MASTANEY|Punjabi|DIL/2/19/2023-DEL|0 days 02:25:00|Theatrical|Manpreet Singh|M/s Vehli Janta Films|UA|1|2023-08-17|8700
2881|BAL GANESH AND THE POMZOM PLANET|Punjabi|VIL/1/7/2023-DEL|0 days 01:20:00|Video|Raman Hirji Maroo|Shemaroo Entertainment Ltd|U|1|2023-08-23|4800
2882|BHUJHARAT HEERE DI|Punjabi|DIL/1/24/2023-DEL|0 days 02:03:42|Theatrical|Aniket Mangla|Wazirs Ventures Pvt Ltd|U|1|2023-08-30|7422
2883|RAB DI MEHHAR|Punjabi|DIL/1/25/2023-DEL|0 days 02:02:25|Theatrical|Tejinder Palsingh Ghumman|Digiana Films Production Pvt Ltd|U|1|2023-08-30|7345
2884|CHETA SINGH|Punjabi|DIL/3/56/2023-MUM|0 days 02:16:49|Theatrical|Simranjeet Singh|Seven Color Motion Pictures Private Limited|A|1|2023-08-31|8209
2885|BAL GANESH AND FRIENDS FROM ZEBA|Punjabi|VIL/1/10/2023-DEL|0 days 01:19:05|Video|Raman Hirji Maroo|Shemaroo Entertainment Ltd|U|1|2023-09-01|4745
2886|MAHABALI BAL GANESH|Punjabi|VIL/1/11/2023-DEL|0 days 01:15:39|Video|Raman Hirji Maroo|Shemaroo Entertainment Ltd|U|1|2023-09-04|4539
2887|BUHE BARIYAN|Punjabi|DIL/2/426/2023-MUM|0 days 02:10:00|Theatrical|Santosh Thite|NEERU BAJWA ENTERTAINMENT|UA|1|2023-09-13|7800
2888|GADDI JAANDI AE CHALAANGAAN MAARDI|Punjabi|DIL/2/447/2023-MUM|0 days 02:03:00|Theatrical|Manmord Singh Sidhu|M/s WHITE HILL STUDIOS PRIVATE LIMITED|UA|1|2023-09-25|7380
2889|ANY HOW MITTI PAO|Punjabi|DIL/1/26/2023-DEL|0 days 02:21:53|Theatrical|Upkar Singh|Simbalz Entertainment Ltd|U|1|2023-09-29|8513
2890|PIND AMERICA|Punjabi|DIL/2/462/2023-MUM|0 days 01:53:22|Theatrical|Gurmej Singh Simran|M/S SIMRAN PRODUCTION|UA|1|2023-10-05|6802
2891|CHIDIYAN DA CHAMBA FLOCK OF SPARROWS|Punjabi|DIL/2/27/2023-DEL|0 days 02:50:31|Theatrical|Dimple Kharour|Kharour Films LLP|UA|1|2023-10-11|10231
2892|WHITE PUNJAB|Punjabi|DIL/2/28/2023-DEL|0 days 02:01:18|Theatrical|Gabbar Sangrur|The Theatre Army T.V and Film Productions|UA|1|2023-10-12|7278
2893|MAUJAAN HI MAUJAAN|Punjabi|DIL/2/481/2023-MUM|0 days 01:48:25|Theatrical|Amardeep Singh Grewal|M/s. AMARDEEEP SINGH GREWAL|UA|1|2023-10-17|6505
2894|SARDARA AND SONS|Punjabi|DIL/2/497/2023-MUM|0 days 01:40:42|Theatrical|Amandeep Singh|M/s. NUCLEAR PRODUCTIONS|UA|1|2023-10-26|6042
2895|FULL MOON|Punjabi|DIL/2/516/2023-MUM|0 days 01:37:22|Theatrical|Gurwant Singh Chahal|M/s. IMPOSSIBLE FILM STUDIOS|UA|1|2023-11-07|5842
2896|BINA BAND CHAL ENGLAND|Punjabi|DIL/1/31/2023-DEL|0 days 02:04:53|Theatrical|Balwinder Singh Heer|VIP Motion Pictures|U|1|2023-11-08|7493
2897|SARABHA|Punjabi|DFL/2/135/2023-MUM|0 days 02:27:11|Theatrical|KAVI RAZ STUDTOZ|-|UA|1|2023-11-08|8831
2898|CHIDA VICHARA KI KARE|Punjabi|DIL/2/543/2023-MUM|0 days 01:45:03|Theatrical|Ritesh Kumar Narula|M/s. SATURN PROMOTERS|UA|1|2023-11-23|6303
2899|GUDIYA|Punjabi|DIL/2/31/2023-DEL|0 days 02:21:12|Theatrical|Rahul Chandre|Cinemaster Entertainment Pvt Ltd|UA|1|2023-11-23|8472
2900|PARINDA PAAR GAYA|Punjabi|DIL/2/32/2023-DEL|0 days 02:25:25|Theatrical|Gurpreet Singh|G. S. Goga Productions|UA|1|2023-11-23|8725
2901|MINDA LALAARI|Punjabi|DIL/2/545/2023-MUM|0 days 01:56:32|Theatrical|Ravinder Singh Grewal|M/s. RAVINDER GREWAL PRODUCTIONS|UA|1|2023-11-24|6992
2902|RAZAA-E-ISHQ|Punjabi|DIL/1/32/2023-DEL|0 days 01:24:33|Theatrical|Harpreet Singh|Harp Farmer Pictures|U|1|2023-12-01|5073
2903|JATTI 15 MURRABEAN WALI|Punjabi|DIL/2/556/2023-MUM|0 days 01:55:35|Theatrical|Gurinderdeep Kaur Panaich|Panaich Productions|UA|1|2023-12-05|6935
2904|BAAPU DA KALAKAAR|Punjabi|DIL/1/122/2023-MUM|0 days 02:19:22|Theatrical|Manmord Singh Sidhu|WHITE HILL PRODUCTION INDIA PRIVATE LIMITED|U|1|2023-12-14|8362
2905|MANSOOBA|Punjabi|DIL/1/34/2023-DEL|0 days 02:00:05|Theatrical|Navdeep Singh|M/s. FARSIGHT STUDIOS|U|1|2023-12-21|7205
2906|JAWAI BHAI|Punjabi|VIL/1/15/2023-DEL|0 days 02:05:31|Video|Vishavdeep Singh Sandhu|A3G ENTERTAINMENT. INC|U|1|2023-12-26|7531
