|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
2333|KUNJAMMINIS HOSPITAL|Malayalam|DIL/1/50/2023-THI|0 days 02:13:48|Theatrical|Santhosh Kumar Tv|WOW CINEMAS|U|1|2023-07-31|8028
2334|VIRUNNU|Malayalam|DIL/2/72/2023-THI|0 days 02:05:05|Theatrical|Gireesh Neyyar|NEYYAR FILMS|UA|1|2023-07-31|7505
2335|KASETHAN KADAVULADA|Malayalam|VIL/1/36/2023-Che|0 days 02:01:37|Video|Rajmohan Ramanathan|Masala Pix|U|1|2023-08-01|7297
2336|KENKEMAM|Malayalam|DIL/1/52/2023-THI|0 days 02:03:12|Theatrical|Shamon P B|ONDEMANDS COMMUNITY OF BUSINESS HUBS|U|1|2023-08-02|7392
2337|KALPADUKAL|Malayalam|DIL/1/54/2023-THI|0 days 01:14:25|Theatrical|Janardhanan Nair S|BHOOMICHITRA|U|1|2023-08-02|4465
2338|BUTTERFLY_GIRL_85|Malayalam|DIL/3/6/2023-THI|0 days 01:53:05|Theatrical|Dhanya Nath|4D PRODUCTIONS|A|1|2023-08-02|6785
2339|MAYAKKAM|Malayalam|DIL/2/73/2023-THI|0 days 02:14:48|Theatrical|Sathyanandan N K|SANJANA PRODUCTIONS|UA|1|2023-08-08|8088
2340|SASIYUM SAKUNTHALAYUM|Malayalam|DIL/1/55/2023-THI|0 days 02:15:19|Theatrical|Vimal Rajendran Syamala|AAMI FILMS|U|1|2023-08-08|8119
2341|JAILER|Malayalam|DIL/1/56/2023-THI|0 days 02:03:13|Theatrical|Sakkir M|GOLDEN VILLAGE|U|1|2023-08-08|7393
2342|"""ALLURI"""|Malayalam|VIL/2/119/2023-HYD|0 days 02:49:37|Video|Bekkem Venugopal|LUCKY MEDIA|UA|1|2023-08-08|10177
2343|"""KANNUM KANNUM THAMMIL THAMMIL"""|Malayalam|VIL/2/121/2023-HYD|0 days 02:08:48|Video|Tumbalam Gooty Vishwaprasad|PEOPLE MEDIA FACTORY LLP|UA|1|2023-08-10|7728
2344|SELFIE|Malayalam|VIL/2/55/2023-Che|0 days 02:10:03|Video|Rajendrakumar K|R.J STUDIOS|UA|1|2023-08-10|7803
2345|BHOOMAU|Malayalam|DIL/3/7/2023-THI|0 days 01:33:11|Theatrical|Sandeep R|SAHASRARA CINEMAS|A|1|2023-08-11|5591
2346|NIGOODAM|Malayalam|DIL/2/74/2023-THI|0 days 01:31:16|Theatrical|Ajesh S K|G AND G PRODUCTIONS|UA|1|2023-08-11|5476
2347|SOOCHANA|Malayalam|DIL/1/57/2023-THI|0 days 01:25:47|Theatrical|Jose Thomas|VISUAL DREAMS MOVIE PRODUCTION COMPANY|U|1|2023-08-16|5147
2348|THERU|Malayalam|VIL/2/18/2023-THI|0 days 01:56:05|Video|Jobi P Sam|BLUE HILL NAEL COMMUNICATION|UA|1|2023-08-17|6965
2349|ACHAN ORU VAZHA VACHU|Malayalam|DIL/1/58/2023-THI|0 days 02:06:31|Theatrical|Anoop Av|AVA PRODUCTIONS|U|1|2023-08-18|7591
2350|KING OF KOTHA|Malayalam|DIL/2/75/2023-THI|0 days 02:55:58|Theatrical|Jom Varghese|WAYFARER FILMS PRIVATE LIMITED|UA|1|2023-08-18|10558
2351|NERCHAPPETTY|Malayalam|DIL/2/76/2023-THI|0 days 01:59:21|Theatrical|Udayakumar V|SKY GATE MOVIES|UA|1|2023-08-18|7161
2352|JAIVAM|Malayalam|DIL/2/77/2023-THI|0 days 01:32:57|Theatrical|Ramachandran Narayanan Nair|GAGANAM FILMS|UA|1|2023-08-18|5577
2353|AGILAN KING OF THE INDIAN OCEAN|Malayalam|VIL/2/59/2023-Che|0 days 02:15:59|Video|Devavigins Devadhason|VS INTERNATIONAL FILMS|UA|1|2023-08-18|8159
2354|MAHAL-IN THE NAME OF FATHER|Malayalam|DIL/1/59/2023-THI|0 days 01:51:41|Theatrical|Mohammed Haris Kt|IMAK PRODUCTIONS|U|1|2023-08-19|6701
2355|KANMANILLA|Malayalam|DIL/1/60/2023-THI|0 days 01:33:02|Theatrical|Paul L|CAM CREATIONS|U|1|2023-08-19|5582
2356|PULIMADA|Malayalam|DIL/2/78/2023-THI|0 days 01:50:11|Theatrical|Joseph George|INK LAB CINEMAS|UA|1|2023-08-22|6611
2357|RDX|Malayalam|DIL/2/79/2023-THI|0 days 02:31:58|Theatrical|Sophia Paul|WEEKEND BLOCK BUSTERS|UA|1|2023-08-22|9118
2358|MUKALPARAPP|Malayalam|DIL/1/61/2023-THI|0 days 02:23:55|Theatrical|Jayaprakasan Kk|Jyothis Vision|U|1|2023-08-23|8635
2359|RUDHRAN|Malayalam|VIL/2/60/2023-Che|0 days 02:29:02|Video|Kathiresan S|Five Star Creations LLP|UA|1|2023-08-23|8942
2360|ADIYANTHIRAVASTHAKALATHE ANURAGAM|Malayalam|DIL/1/62/2023-THI|0 days 02:12:26|Theatrical|Ashraf M|OLIVE PRODUCTIONS|U|1|2023-08-23|7946
2361|RAMACHANDRA BOSS AND CO|Malayalam|DIL/2/82/2023-THI|0 days 02:27:43|Theatrical|Nivin Pauly|Pauly Jr Pictures|UA|1|2023-08-23|8863
2362|PIZZA 3 THE MUMMY|Malayalam|VIL/2/61/2023-Che|0 days 02:21:01|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2023-08-23|8461
2363|"""BRO"""|Malayalam|VIL/1/21/2023-HYD|0 days 02:14:03|Video|Kuchibhotla Subrahmanya Vivekananda|PEOPLE MEDIA FACTORY LLP|U|1|2023-08-24|8043
2364|CHANDRANUM POLICEUM|Malayalam|DIL/1/63/2023-THI|0 days 01:53:12|Theatrical|Prasad M|MC MOVIES|U|1|2023-08-24|6792
2365|AMRAPAALI|Malayalam|DIL/2/83/2023-THI|0 days 01:30:39|Theatrical|Praseej Kumar Kv|KRISHNA PRODUCTIONS|UA|1|2023-08-25|5439
2366|C.S.I. DIARY|Malayalam|VIL/2/126/2023-HYD|0 days 02:10:22|Video|Rajendrakumar K|R.J STUDIOS|UA|1|2023-08-28|7822
2367|"""KUSHI"""|Malayalam|DIL/2/191/2023-HYD|0 days 02:43:15|Theatrical|Yalamanchili Ravi Shankar|MYTHRI MOVIE MAKERS|UA|1|2023-08-28|9795
2368|"""FIRST LOVE"""|Malayalam|VIL/2/127/2023-HYD|0 days 02:16:06|Video|Bapineedu Bhogavalli|SRI VENKATESWARA CINE CHITRA LLP|UA|1|2023-08-30|8166
2369|WARRIORS KINGS|Malayalam|VFL/2/3/2023-Che|0 days 01:19:45|Video|Youko Information Technology (Beijing) Co., Ltd.|-|UA|1|2023-08-31|4785
2370|SAVAGE MAN|Malayalam|VFL/2/4/2023-Che|0 days 01:28:42|Video|Youko Information Technology (Beijing) Co., Ltd.|-|UA|1|2023-08-31|5322
2371|DETECTIVE DEE RATS INVASION|Malayalam|VFL/2/5/2023-Che|0 days 01:23:55|Video|Youko Information Technology (Beijing) Co., Ltd.|-|UA|1|2023-08-31|5035
2372|ALIEN INVASION|Malayalam|VFL/2/6/2023-Che|0 days 01:28:54|Video|IQIYI INTERNATIONAL SINGAPORE PTE. LTD.|-|UA|1|2023-08-31|5334
2373|KASARGOLD|Malayalam|DIL/2/408/2023-MUM|0 days 02:19:36|Theatrical|Vikram_mehra Siddharth_anand_kumar|SAREGAMA INDIA LTD.|UA|1|2023-09-01|8376
2374|RAJINI THE JAILER|Malayalam|VIL/2/66/2023-Che|0 days 02:45:25|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2023-09-01|9925
2375|THE RISE OF HERO|Malayalam|VFL/2/7/2023-Che|0 days 01:33:42|Video|IQIYI INTERNATIONAL SINGAPORE PTE. LTD.|-|UA|1|2023-09-05|5622
2376|"""MISS SHETTY MR POLISHETTY"""|Malayalam|DIL/2/202/2023-HYD|0 days 02:31:00|Theatrical|UPPALAPATI VENKATA SATYANARAYANARAJU|U V CREATIONS|UA|1|2023-09-06|9060
2377|DEVIL IN DUNE|Malayalam|VFL/2/8/2023-Che|0 days 01:19:42|Video|IQIYI INTERNATIONAL SINGAPORE PTE. LTD.|-|UA|1|2023-09-06|4782
2378|KING OF SERPANT|Malayalam|VFL/2/9/2023-Che|0 days 01:33:03|Video|IQIYI INTERNATIONAL SINGAPORE PTE. LTD.|-|UA|1|2023-09-06|5583
2379|HORROR SHARK|Malayalam|VFL/1/8/2023-Che|0 days 01:17:44|Video|Youko Information Technology (Beijing) Co., Ltd.|-|U|1|2023-09-06|4664
2380|MAAVEERAN|Malayalam|VIL/2/67/2023-Che|0 days 02:43:02|Video|Arun K V|SHANTHI TALKIES|UA|1|2023-09-06|9782
2381|CORONA DHAVAN|Malayalam|VIL/2/19/2023-THI|0 days 02:08:33|Video|James John|JAMES AND JEROME PRODUCTIONS|UA|1|2023-09-07|7713
2382|8|Malayalam|DIL/2/84/2023-THI|0 days 01:15:43|Theatrical|Muhsina K|VIOLET FILMS|UA|1|2023-09-07|4543
2383|VIDUTHALAI PART - 1|Malayalam|VIL/2/68/2023-Che|0 days 02:16:05|Video|Devavigins Devadhason|VS INTERNATIONAL FILMS|UA|1|2023-09-08|8165
2384|4 GIRLS|Malayalam|DIL/3/32/2023-HYD|0 days 01:43:49|Theatrical|Gangireddy Anilkumar Reddy|WOW CINEMAS|A|1|2023-09-08|6229
2385|"""DJ TILLU"""|Malayalam|DIL/2/204/2023-HYD|0 days 02:04:00|Theatrical|Suryadevara Naga Vamsi|SITHARA ENTERTAINMENTS|UA|1|2023-09-08|7440
2386|ULLOZHUKKU (UNDERCURRENT)|Malayalam|DIL/1/64/2023-THI|0 days 02:03:21|Theatrical|Eshaan Phadnis|Unilazer Ventures Private Limited|U|1|2023-09-12|7401
2387|POINT RANGE|Malayalam|DIL/2/85/2023-THI|0 days 01:58:43|Theatrical|Shiji Mohammed J|DM PRODUCTION HOUSE|UA|1|2023-09-12|7123
2388|IMBAM|Malayalam|DIL/1/65/2023-THI|0 days 02:03:24|Theatrical|Mathew Joseph Mampra|MAMPRA CINEMAS|U|1|2023-09-12|7404
2389|THIRAYATTAM|Malayalam|DIL/2/86/2023-THI|0 days 01:45:05|Theatrical|Ragimol Aathara Raju|AR MAINLAND PRODUCTIONS|UA|1|2023-09-12|6305
2390|NADHIKALIL SUNDARI YAMUNA|Malayalam|DIL/1/66/2023-THI|0 days 02:09:11|Theatrical|Simi M|CINEMATICA FILMS LLP|U|1|2023-09-12|7751
2391|TOBY|Malayalam|DIL/2/116/2023-BAN|0 days 02:29:59|Theatrical|Praveen Shriyan|LIGHTER BUDDHA FILMS|UA|1|2023-09-13|8999
2392|THEEPPORI BENNY|Malayalam|DIL/1/67/2023-THI|0 days 02:02:19|Theatrical|M A Shebeen|SHEBIN BACKER PRODUCTIONS|U|1|2023-09-14|7339
2393|MASSU ENGIRA MASILAMANI|Malayalam|VIL/1/46/2023-Che|0 days 02:29:03|Video|Unni Cherian|MALAYALAM COMMUNICATIONS LIMITED|U|1|2023-09-15|8943
2394|ROMEO JULIET|Malayalam|VIL/1/47/2023-Che|0 days 02:31:29|Video|Unni Cherian|MALAYALAM COMMUNICATIONS LIMITED|U|1|2023-09-15|9089
2395|AARO ORAAL|Malayalam|VIL/2/20/2023-THI|0 days 01:41:41|Video|Sundararajan Subrahmanian|SRT FILMS|UA|1|2023-09-18|6101
2396|14-Feb|Malayalam|DIL/1/68/2023-THI|0 days 02:21:45|Theatrical|Vijay Kumar Chambath|CLOUD 9 FILM INTERNATIONAL|U|1|2023-09-19|8505
2397|RANI-THE REAL STORY|Malayalam|DIL/2/88/2023-THI|0 days 01:56:14|Theatrical|Shankar Ramakrishnan|MAGICTAIL WORKS PRIVATE LIMITED|UA|1|2023-09-20|6974
2398|DOUBLES|Malayalam|VIL/2/71/2023-Che|0 days 01:58:58|Video|Subbiah Nagappan|M/s VIDEO PARK|UA|1|2023-09-20|7138
2399|POR THOZHIL|Malayalam|VIL/2/72/2023-Che|0 days 02:27:55|Video|Mukesh Ratilalmehta|E4 EXPERIMENTS LIMITED LIABILITY PARTNERSHIP|UA|1|2023-09-20|8875
2400|MANGOMURY|Malayalam|DIL/1/69/2023-THI|0 days 02:42:12|Theatrical|Anilkumar G|TRIANI PRODUCTIONS|U|1|2023-09-20|9732
2401|CHEMMARATHY POOKKUM KAALAM|Malayalam|DIL/1/70/2023-THI|0 days 01:53:53|Theatrical|Chandrakumar P|Chennai Moon|U|1|2023-09-20|6833
2402|DHARMADURAI|Malayalam|VIL/1/48/2023-Che|0 days 02:24:37|Video|Unni Cherian|MALAYALAM COMMUNICATIONS LIMITED|U|1|2023-09-21|8677
2403|"""SKANDA(THE ATTACKER)"""|Malayalam|DIL/2/211/2023-HYD|0 days 02:47:22|Theatrical|Chitturi Venkata Srinivasrao|SRINIVASAA SILVER SCREEN|UA|1|2023-09-22|10042
2404|KANNUR SQUAD|Malayalam|DIL/2/89/2023-THI|0 days 02:41:04|Theatrical|George Sebastian|MAMMOOTTYKAMPANY FILMS PRIVATE LIMITED|UA|1|2023-09-22|9664
2405|CHITTA|Malayalam|DIL/2/152/2023-Che|0 days 02:18:56|Theatrical|Siddharth Suryanarayan|Etaki Entertainment|UA|1|2023-09-22|8336
2406|AROMALINTEY ADHYATHEY PRENAYAM|Malayalam|DIL/1/71/2023-THI|0 days 01:41:42|Theatrical|Mubeen Rouf|FRAME 2 FRAME MOTION PICTURES|U|1|2023-09-25|6102
2407|SAPTA SAGARADAACHE ELLO SIDE-A|Malayalam|DIL/2/124/2023-BAN|0 days 02:22:22|Theatrical|Rakshit Shetty|M/S PARAMVAH PICTURES LLP|UA|1|2023-09-25|8542
2408|MRUDHU BHAVE DHRUDA KRUTHYE|Malayalam|DIL/2/90/2023-THI|0 days 02:27:14|Theatrical|K P vijayshanker|Hydroair Tectonics (SPD) Pvt. Ltd|UA|1|2023-09-25|8834
2409|RAJINI MURUGAN|Malayalam|VIL/1/50/2023-Che|0 days 02:37:07|Video|Unni Cherian|MALAYALAM COMMUNICATIONS LIMITED|U|1|2023-09-26|9427
2410|CHAVER|Malayalam|DIL/2/91/2023-THI|0 days 02:09:08|Theatrical|Arun Venugopal Narayan|ARUN NARAYAN PRODUCTIONS|UA|1|2023-09-26|7748
2411|RAHEL MAKAN KORA|Malayalam|DIL/1/75/2023-THI|0 days 02:12:47|Theatrical|Shaji K George|S K G FILMS|U|1|2023-09-26|7967
2412|ORU SRILANKAN SUNDARI IN AUH|Malayalam|DIL/1/76/2023-THI|0 days 02:24:49|Theatrical|Krishnapriya Indira Sreekumaran|MANHAR CINEMAS|U|1|2023-09-26|8689
2413|MY 3|Malayalam|DIL/1/77/2023-THI|0 days 02:09:08|Theatrical|Gireesh M|STAR EIGHT MOVIES|U|1|2023-09-27|7748
2414|AMAR MERA DOSTH|Malayalam|DIL/1/78/2023-THI|0 days 01:38:14|Theatrical|A K Bkumar|AKB MOVIES INTERNATIONAL|U|1|2023-09-27|5894
2415|CHAATTULI|Malayalam|DIL/2/92/2023-THI|0 days 01:48:09|Theatrical|Nelson Ipe M|NELSON IPE CINEMAS|UA|1|2023-09-27|6489
2416|@|Malayalam|DIL/3/8/2023-THI|0 days 02:23:01|Theatrical|Akash Sen|KOCHURANI PRODUCTIONS|A|1|2023-09-28|8581
2417|SOMENTE KRITHAVU|Malayalam|DIL/1/80/2023-THI|0 days 02:01:21|Theatrical|Maliakal Chacko Philip|ON STAGE CINEMAS LLP|U|1|2023-09-29|7281
2418|LITTLE MISS RAWTHER|Malayalam|DIL/2/93/2023-THI|0 days 02:06:33|Theatrical|Srujan Yarabolu|S ORIGINALS|UA|1|2023-10-01|7593
2419|RANI CHITHIRA MARTHANDA|Malayalam|DIL/1/81/2023-THI|0 days 02:03:08|Theatrical|Pinku Peter Babu|ONCE UPON A TIME PRODUCTIONS|U|1|2023-10-04|7388
2420|GOWLI|Malayalam|VIL/2/42/2023-BAN|0 days 02:22:25|Video|Devavigins Devadhason|VS INTERNATIONAL FILMS|UA|1|2023-10-04|8545
2421|TWO MEN ARMY|Malayalam|DIL/2/94/2023-THI|0 days 01:39:18|Theatrical|K M Kasim|S K COMMUNICATION|UA|1|2023-10-04|5958
2422|KICK|Malayalam|VIL/2/77/2023-Che|0 days 02:11:27|Video|Guttur Shivakumar Naveen|P.R.FIRST FEATURES PRIVATE LIMITED|UA|1|2023-10-04|7887
2423|OTTAMARAM|Malayalam|DIL/1/82/2023-THI|0 days 01:51:58|Theatrical|Benoy Joseph|SOORYAA EVENT TEAM|U|1|2023-10-09|6718
2424|NEETHI (JUSTICE)|Malayalam|DIL/2/95/2023-THI|0 days 02:33:01|Theatrical|Jayan C|ALWIN CREATION|UA|1|2023-10-09|9181
2425|THE JOURNEY|Malayalam|DIL/1/83/2023-THI|0 days 01:17:00|Theatrical|Antony Albert Rajayan|PHOENIX RYAAN|U|1|2023-10-09|4620
2426|TATSAMA TADBHAVA|Malayalam|DIL/2/130/2023-BAN|0 days 01:57:00|Theatrical|Pannaga Bharana|M/S PB STUDIOS|UA|1|2023-10-09|7020
2427|ACHUTHANTE AVASANA SWASAM|Malayalam|DIL/1/84/2023-THI|0 days 01:26:31|Theatrical|Leenu Mary Antony|LMA production|U|1|2023-10-10|5191
2428|ARTHARAATHRI PANTHRANDU MUTHAL AARU VARE|Malayalam|DIL/2/96/2023-THI|0 days 01:37:45|Theatrical|Anto Titus M|ARANGAM STUDIO|UA|1|2023-10-10|5865
2429|PERUMKAALIYATTAM|Malayalam|DIL/2/97/2023-THI|0 days 02:00:55|Theatrical|Sathyan T P|KALASAGARA FILMS|UA|1|2023-10-10|7255
2430|ORAPAARA KALYANA VISESHAM|Malayalam|DIL/1/85/2023-THI|0 days 02:09:17|Theatrical|Manoj Kumar Karuvath|SCREENVIEW PRODUCTIONS|U|1|2023-10-10|7757
2431|BADAL THE MANIFESTO|Malayalam|DIL/2/98/2023-THI|0 days 01:53:00|Theatrical|Joseph Varghese|Alternate Cinemas|UA|1|2023-10-11|6780
2432|SETHUPATHI|Malayalam|VIL/1/51/2023-Che|0 days 02:01:53|Video|Unni Cherian|MALAYALAM COMMUNICATIONS LIMITED|U|1|2023-10-11|7313
2433|VEERAM|Malayalam|VIL/2/44/2023-BAN|0 days 02:41:23|Video|Devavigins Devadhason|VS INTERNATIONAL FILMS|UA|1|2023-10-11|9683
2434|THE FACE OF THE FACELESS|Malayalam|DIL/2/474/2023-MUM|0 days 02:15:56|Theatrical|Sandra Kaushik Rana|TRI LIGHT CREATIONS LLP|UA|1|2023-10-12|8156
2435|MARK ANTONY|Malayalam|VIL/2/80/2023-Che|0 days 02:30:51|Video|Vinod Kumar|VINOD KUMAR S|UA|1|2023-10-12|9051
2436|KRISHNA KRIPA SAGARAM|Malayalam|DIL/1/86/2023-THI|0 days 01:54:15|Theatrical|Devidasan M K|DEVIDASAN CREATIONS|U|1|2023-10-13|6855
2437|JERRY|Malayalam|DIL/1/87/2023-THI|0 days 01:49:04|Theatrical|Jaison T S|J CINEMA COMPANY|U|1|2023-10-13|6544
2438|SAMAR|Malayalam|VIL/2/81/2023-Che|0 days 02:24:32|Video|Unni Cherian|MALAYALAM COMMUNICATIONS LIMITED|UA|1|2023-10-16|8672
2439|CHAKRAVYUHAM (THE TRAP)|Malayalam|VIL/2/135/2023-HYD|0 days 01:51:24|Video|Savithri Chetkuri|SAHASRA CREATIONS|UA|1|2023-10-16|6684
2440|MOONNAM CHIRAKU|Malayalam|DIL/1/88/2023-THI|0 days 01:26:22|Theatrical|Lijo Varghese|LIJO VARGHESE PRODUCTIONS|U|1|2023-10-17|5182
2441|EDWINTE NAMAM|Malayalam|DIL/3/9/2023-THI|0 days 01:18:54|Theatrical|Muneer A|FRIENDS FILM PRODUCTION HOUSE|A|1|2023-10-17|4734
2442|GARUDAN|Malayalam|DIL/2/99/2023-THI|0 days 02:18:41|Theatrical|Listin Stephen|MAGIC FRAMES|UA|1|2023-10-18|8321
2443|OTTA|Malayalam|DIL/2/100/2023-THI|0 days 02:19:06|Theatrical|Hariharan Subramanian|CHILDREN REUNITED LLP|UA|1|2023-10-18|8346
2444|PANCHAVALSARA PADHATHI|Malayalam|DIL/1/89/2023-THI|0 days 02:03:07|Theatrical|K G Anilkumar|KICHAPPUS ENTERTAINMENTS|U|1|2023-10-19|7387
2445|RUDRANGI|Malayalam|VIL/2/137/2023-HYD|0 days 02:22:00|Video|Balakishan Erupula|RASAMAI FILMS|UA|1|2023-10-23|8520
2446|THOLVI F.C.|Malayalam|DIL/1/91/2023-THI|0 days 02:00:42|Theatrical|Abraham Joseph|NATIONWIDE PICTURES|U|1|2023-10-27|7242
2447|"""BHOLA SHANKAR"""|Malayalam|VIL/2/138/2023-HYD|0 days 02:39:49|Video|Sunkara Ramabrahmam|ADVENTURES INTERNATIONAL PRIVATE LIMITED|UA|1|2023-10-30|9589
2448|OHH... CINDERELLA|Malayalam|DIL/2/101/2023-THI|0 days 01:56:38|Theatrical|Anoop G|ANOOPMENON STORYZ|UA|1|2023-10-30|6998
2449|MAZHAYIRAMBAL|Malayalam|DIL/1/92/2023-THI|0 days 01:25:46|Theatrical|Khalid K P|SHABAS CINEMA|U|1|2023-10-31|5146
2450|SESHAM MIKE-IL FATHIMA|Malayalam|DIL/1/93/2023-THI|0 days 02:17:44|Theatrical|Sudhan Sundaram|-|U|1|2023-10-31|8264
2451|FRIENDS|Malayalam|VIL/1/53/2023-Che|0 days 02:47:06|Video|Unni Cherian|MALAYALAM COMMUNICATIONS LIMITED|U|1|2023-10-31|10026
2452|TT (TRASH TO TREASURE)|Malayalam|DIL/1/94/2023-THI|0 days 02:06:02|Theatrical|A Sajidas|BIOTECH Movies|U|1|2023-11-01|7562
2453|BANDRA|Malayalam|DIL/2/102/2023-THI|0 days 02:36:14|Theatrical|Ajithkumar Sudhakaran|AJITH VINAYAKA FILMS PRIVATE LIMITED|UA|1|2023-11-06|9374
2454|FALIMY|Malayalam|DIL/1/95/2023-THI|0 days 02:07:26|Theatrical|Ganesh T R|Cheers media and Entertainment|U|1|2023-11-06|7646
2455|ABHAYARTHI|Malayalam|VIL/2/87/2023-Che|0 days 01:56:08|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2023-11-07|6968
2456|PULIKKUTHI PANDI|Malayalam|VIL/2/89/2023-Che|0 days 02:32:56|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2023-11-07|9176
2457|GOOD NIGHT|Malayalam|VIL/1/54/2023-Che|0 days 02:25:57|Video|Yuvaraj Ganesan|MILLION DOLLAR STUDIOS|U|1|2023-11-07|8757
2458|POOVU|Malayalam|DIL/1/96/2023-THI|0 days 01:21:42|Theatrical|Anish Babu Abbas|PINKS VISUAL SPACE|U|1|2023-11-08|4902
2459|LEO|Malayalam|VIL/2/91/2023-Che|0 days 02:43:48|Video|Lalit Kumar Ss|SEVEN SCREEN STUDIO A UNIT OF KAL FLICK PRIVATE LIMITED|UA|1|2023-11-08|9828
2460|2BHK|Malayalam|DIL/1/97/2023-THI|0 days 02:02:08|Theatrical|Krishnakumar C V|NEELAMBARI MOVIE CLUB|U|1|2023-11-09|7328
2461|MAHARANI|Malayalam|DIL/2/103/2023-THI|0 days 02:07:06|Theatrical|Sujit Kumar|SB FILMS|UA|1|2023-11-09|7626
2462|PHOENIX|Malayalam|DIL/2/105/2023-THI|0 days 02:12:12|Theatrical|Rinish Kunhiraman Nalini|THE FRONT ROW PRODUCTIONS|UA|1|2023-11-13|7932
2463|RAJNI|Malayalam|DIL/2/106/2023-THI|0 days 02:01:42|Theatrical|Sreejith Ks|NAVARASA FILMS|UA|1|2023-11-13|7302
2464|OCHU|Malayalam|DIL/1/98/2023-THI|0 days 02:04:04|Theatrical|Vijayan R|ROOF LAND PRODUCTION|U|1|2023-11-15|7444
2465|"""TIGER NAGESWARA RAO(INDIAS BIGGEST THIEF)"""|Malayalam|DIL/2/261/2023-HYD|0 days 02:44:25|Theatrical|Abhishek Agarwal|M/S ABHISHEK AGARWAL ARTS LLP|UA|1|2023-11-15|9865
2466|CLASS BY A SOLDIER|Malayalam|DIL/2/107/2023-THI|0 days 02:08:46|Theatrical|Sabhu Kuruvilla|ZAPHENATH PANEAH INTERNATIONAL PRIVATE LIMITED|UA|1|2023-11-15|7726
2467|SAPTA SAGARADAACHE ELLO SIDE-B|Malayalam|DIL/2/163/2023-BAN|0 days 02:27:38|Theatrical|Rakshit Shetty|M/S PARAMVAH PICTURES LLP|UA|1|2023-11-16|8858
2468|"""CHOVVAZCHA"""|Malayalam|DIL/3/42/2023-HYD|0 days 02:25:42|Theatrical|Vegesna Ajaynarasimhanaga Bhupathiraju|M/S A CREATIVE WORKS|A|1|2023-11-16|8742
2469|CHANDRAMUKHI 2|Malayalam|VIL/2/95/2023-Che|0 days 02:37:57|Video|Neelakantnarayanpur Sangappanarayanpur|Lyca Productions Private Limited|UA|1|2023-11-20|9477
2470|NONA|Malayalam|DIL/2/108/2023-THI|0 days 02:27:57|Theatrical|E U Jacob|Mysticalrose Productions|UA|1|2023-11-21|8877
2471|ANCHAKKALLAKOKKAN|Malayalam|DIL/2/109/2023-THI|0 days 02:06:44|Theatrical|Vinod Jose|CHEMBOSKY MOTION PICTURES|UA|1|2023-11-21|7604
2472|CHEENA TROPHY|Malayalam|DIL/1/99/2023-THI|0 days 02:01:37|Theatrical|Anoop K|PRESIDENTIAL MOVIES INTERNATIONAL PRIVATE LIMITED|U|1|2023-11-22|7297
2473|POKA|Malayalam|DIL/3/10/2023-THI|0 days 01:24:01|Theatrical|Harilal R S|AYVANS FILM FACTORY|A|1|2023-11-22|5041
2474|VAASAM|Malayalam|DIL/1/100/2023-THI|0 days 01:58:13|Theatrical|Charles M|SAI KRISHNA MOVIES|U|1|2023-11-23|7093
2475|MARIVILLIN GOPURANGAL|Malayalam|DIL/1/101/2023-THI|0 days 02:20:43|Theatrical|Shermeen Siyad|KOKERS MEDIA ENTERTAINMENTS|U|1|2023-11-23|8443
2476|""" SHANTALA """|Malayalam|DIL/2/271/2023-HYD|0 days 01:44:04|Theatrical|Subbalakshmi Irrinki|M/s. Indo American Arts|UA|1|2023-11-23|6244
2477|"""BHAGAVANTH KESARI (I DONT CARE)"""|Malayalam|DIL/2/272/2023-HYD|0 days 02:45:58|Theatrical|Sahu Garapati|SHINE SCREENS (INDIA) LLP|UA|1|2023-11-23|9958
2478|MAAMANNAN|Malayalam|VIL/2/99/2023-Che|0 days 02:37:16|Video|Arjundurai Rajasankar|REDGIANT MOVIES|UA|1|2023-11-24|9436
2479|KAATHU KAATHORU KALYANAM|Malayalam|DIL/2/110/2023-THI|0 days 02:12:52|Theatrical|Manoj G Nair|CHERUKARA FILMS AND ADVERTISING|UA|1|2023-11-24|7972
2480|DANCE PARTY|Malayalam|DIL/1/102/2023-THI|0 days 01:59:05|Theatrical|Naisy K Joseph|Olga Productions|U|1|2023-11-29|7145
2481|ANTONY|Malayalam|DIL/2/111/2023-THI|0 days 02:27:02|Theatrical|Sujith A Kumar|EINSTIN MEDIA PRIVATE LIMITED|UA|1|2023-11-29|8822
2482|THAAL|Malayalam|DIL/1/103/2023-THI|0 days 02:07:22|Theatrical|Monica Nisheel Kambatty|GREAT AMERICAN FILMS|U|1|2023-11-29|7642
2483|ANIMAL|Malayalam|DIL/3/69/2023-MUM|0 days 03:23:29|Theatrical|Bhushan Dua|Super Cassettes Industries Pvt Ltd|A|1|2023-11-30|12209
2484|VALASAI PARAVAKAL|Malayalam|DIL/1/104/2023-THI|0 days 01:23:22|Theatrical|Subhakumary A N|Cinema Cusine|U|1|2023-11-30|5002
